著名	著作	0.4297459
可能性	可靠性	0.55040395
占有	争取	0.42017004
合肥	巴黎	0.49106318
热线	焦点	0.451408
影响力	破坏力	0.5050633
温度	湿度	0.83852386
痛苦	忍辱负重	0.63770515
偶遇	艳遇	0.6481639
公众	媒体	0.5200825
姑娘	青春	0.5069526
多媒体	设备	0.5752783
韩	日	0.30825645
钱	利	0.2687555
细心	三心二意	0.61473465
博物馆	剧院	0.61496127
诵读	歌唱	0.4758994
阳光	雨露	0.5357198
竞争	考试	0.33868608
消灭	灭菌	0.37238142
饭局	交际	0.3459115
媚俗	高雅	0.40052858
密码	账号	0.49611813
夫人	孩子	0.4989324
简化	优化	0.76251864
侵害	性侵	0.65180516
故事	剧情	0.8311752
调整	整合	0.64184374
亲密	缠绵	0.4594667
创新	发明	0.38753203
带头	敢为人先	0.52940965
公约	规章	0.63750005
高大上	超凡脱俗	OOV
解闷	排遣	0.78008914
放肆	大胆	0.53769463
合同	协议	0.6589097
私语	嘀咕	0.51104426
大概	差不多	0.74058175
比如	譬如	0.85571945
友善	清新	0.51610327
胆小鬼	兔子	0.54591155
繁荣	泡沫	0.37769794
智力	想象	0.49363756
茶馆	企业	0.37239295
消极	四大皆空	0.4517938
爱怜	同病相怜	0.71096396
激励	缅怀	0.5640675
灌输	讲解	0.56046385
车辆	行人	0.5007849
偏见	认知	0.61323607
北京市	成都市	0.8240691
水果	西红柿	0.80195177
艺术家	地理学家	0.5861883
干涉	管理	0.39333194
管理	托管	0.5718733
书籍	图书馆	0.49384773
框架	组织	0.49588996
炮兵	海军	0.7237442
学习	上课	0.5508128
图书馆	文化宫	0.5386551
欲望	情欲	0.67953163
独立	啃老	OOV
同学	同事	0.75110286
语文	数学	0.7093935
低贱	崇高	0.5584947
海域	渤海湾	0.67291427
奖赏	惩罚	0.6267309
名称	外号	0.25834322
霸气	气场	0.6698465
数据库	信息	0.62231183
波涛	海水	0.44228593
唱	颂	0.46812487
鬼话	谎言	0.4948353
顺应	附和	0.4885785
较真儿	死板	OOV
乐观	阳光	0.5234153
羞辱	辱	0.61947894
赋予	给予	0.62572646
伪善	虚伪	0.7692216
在行	熟练	OOV
怪异	奇怪	0.74013287
谦卑	谦逊	0.7956134
反应	反响	0.563614
过时	落伍	0.8396528
金钱	钱财	0.72473454
种	栽	0.3061687
对话框	窗口	0.69245076
弥补	补偿	0.64483833
财力	精力	0.6228352
功夫	素养	0.34859145
竞争力	鉴赏力	0.55557215
比赛	团队	0.5181315
企业家	作曲家	0.6088615
素菜	牛肉	0.7504548
报警	报告	0.4888844
残疾	死亡	0.4779616
指导	斥责	0.3236851
利润	成本	0.7486188
思想	智力	0.48553166
配合	违抗	0.32072842
电话	邮件	0.7101921
公司	代销店	OOV
苹果	香蕉	0.6435679
盈利	亏损	0.79204416
公益	善心	0.525382
总理	主席	0.7279736
医生	护士	0.8127874
疼爱	溺爱	0.78275836
新闻界	舆论界	0.7905445
眺望	展望	0.5719506
发怒	恼羞成怒	0.6350622
执着	倔强	0.66495675
牵强	勉强	0.48237696
散伙	离别	0.44473848
支柱	骨干	0.44859168
慰劳	犒赏	0.79999024
心态	心境	0.6149761
走神	愣	0.6012338
诀窍	秘籍	0.6814934
成果	果实	0.38428098
恼	怒	0.60048497
犹豫	踟蹰不前	OOV
作用	功能	0.6767491
怜爱	爱怜	0.8004154
化肥	化学肥料	0.9056667
物流	顺风	0.26728308
皮肤	眼睛	0.78390104
印象	大脑	0.32201225
阶层	皇室	0.49749017
新鲜	空气	0.37549645
法庭	律师	0.63340855
文章	理论	0.574119
行星	月亮	0.533458
日记	文章	0.48404527
食物	水果	0.73178786
俗	美	0.07294605
会员卡	会员	0.5750046
欧洲	南美洲	0.79872733
风景	山水	0.56624365
文体	骚体	0.6051869
没劲	兴致勃勃	OOV
新浪	腾讯	0.77783644
服装	裙子	0.64345515
凉快	炎热	0.65681267
歌舞	迪斯科	0.54976887
小学生	大中学生	0.4466561
汽车	越野车	0.5825504
团购	购买	0.59597677
平台	环境	0.45515358
研讨	争论	0.5652806
演说	说话	0.5020718
虚拟	编造	0.38515604
高风险	风险	0.7873656
感动	热泪盈眶	0.74967474
底薪	工资	0.79172564
扶持	提携	0.6265322
有效	有用	0.50097257
圆满	大功告成	0.5843792
邀请	诚邀	0.6917739
破烂	破烂不堪	0.7066473
信誉	信用	0.5856785
孤单	寂寞	0.84915745
会见	会晤	0.8531418
背地里	背后	0.54521775
实质	本质	0.6946473
枯萎	凋零	0.7033683
互联网	因特网	0.8697108
课程表	课表	0.75333047
洁癖	网瘾	0.46063757
讲座	座位	0.3408352
粗鲁	文盲	0.45618126
女士	白骨精	0.10042286
电话	设备	0.55969477
欢迎	迎宾	0.35326165
气温	高温	0.748435
成功	失意	0.3307624
积极	消极	0.66074586
君子	小人	0.5528146
认真	马虎	0.47332165
北大	清华	0.7137456
国王	女王	0.70033383
商业	工业	0.6790353
闺房	卧室	0.4587999
削减	裁员	0.63542193
检验	查	0.34123385
席位	位置	0.45584404
奖励	记功	0.51401126
麻利	灵活	0.22523919
随意	随便	0.663211
奋斗	努力	0.68190026
高兴	兴奋	0.5130999
猜忌	多疑	0.72929215
轻蔑	藐视	0.6791184
服气	口服心服	OOV
入场券	门票	0.79697704
生物钟	地球仪	0.42544907
年级	成绩	0.44992214
矩阵	数据	0.43980724
杯子	饮料	0.50666845
杯子	实体	0.3483704
困倦	生病	0.61340785
政敌	情敌	0.5083617
灾区	地震	0.64200264
生日	蛋糕	0.39391768
泡沫	肥皂	0.5385203
电影	导演	0.7271479
学生	老师	0.67529815
自动	手动	0.7080579
大学	中专	0.5317172
交易	交换		OOV
快乐	欣喜若狂	0.4659155
邪念	非分之想	0.6573337
平静	心平气和		OOV
任命	委以重任	0.63711774
瞎扯	编造	0.5483562
相信	信赖	0.58783925
支部	面部	0.11221504
正义	人民	0.47939205
转基因	大豆	0.6784344
白宫	宿舍	0.45364413
解释	分解	0.4296216
自卑感	历史感	0.6525818
距离	速度	0.63301104
投资者	收入	0.5267789
网络	硬件	0.5558281
责任	保险	0.5179672
比赛	胜利	0.49324286
亲近感	荣誉感	0.82939136
壁橱	衣服	0.60134256
无用功	效率	0.6381457
课程	学校	0.6536891
学者	学习	0.4226516
超市	食品	0.6297374
家属	丈夫	0.52821213
国企	私企	0.74427736
勾画	描摹	0.84324545
想法	主意	0.72931343
美	靓	0.2534215
牢固	坚不可摧	0.48861122
凌乱	乱七八糟	0.6834644
工作	干活儿	OOV
恭贺	恭喜	0.6544851
拍马屁	谄谀	0.61502385
PC	计算机	OOV
行	可以	0.2866826
死党	共和党	0.2682448
歌剧	工业	0.17589185
轻浮	轻松	0.435077
职业	教育	0.5373672
物理	质子	0.5641873
网球	球拍	0.5559766
缓慢	飞快	0.586172
人民币	美元	0.75702214
青年	中青年	0.55805755
境界	意境	0.51056296
跋扈	骄横	0.82746595
弘扬	发扬	0.8464382
恶劣	坏	0.4194598
更加	愈发	0.8013513
优秀	出众	0.6151042
计算机	新闻	0.43326116
期刊	协会	0.47768992
纸老虎	狮子	0.49452704
冷静	荒凉	0.36157852
乡村	故事	0.3737704
出路	山路	0.29177332
能源	危机	0.42246115
房价	面积	0.5026554
龙头	老大	0.5080054
安排	部署	0.44057003
文明	吸烟者	0.1441473
普及	担当	0.25623205
困难	自怨自艾	0.6100428
造型	照片	0.45402044
抠门儿	小气	OOV
假货	赝品	0.66556835
拖后腿	拉后腿	OOV
天下	气候	0.14358938
轻	善	0.30222952
日程	季度	0.44582912
宇宙	蚂蚁	0.44758517
面包店	绿豆粥	0.42107248
结盟	无理取闹	0.35687873
免税店	飞机	0.2686048
逃课	创业	0.40685022
态度	秋波	0.3286557
但	但是	0.9422271
赢	胜	0.492626
调查	努力	0.4417917
玻璃	魔术师	0.3817106
干扰	上网	0.40237182
课堂	美食	0.35458517
情节	黄色	0.26194555
计算机	电脑	0.8296422
讲价	打架	0.6287372
教授	黄瓜	0.095075145
控制	恐高	0.43576452
阻力	天花板	0.404554
WTO	世界贸易组织	OOV
紫禁城	故宫	0.64271045
算盘	计算机	0.44675574
